"Félév","Pedagógia szakas","Tantárgy","Műveltségterület","Tanulási Eredmény","",""
"1","3-4","KULT","Vizuális kultúra","Az alkotásra, megfigyelésre, elemzésre vonatkozó feladatok életkornak megfelelő értelmezése.","",""
"1","5-6","KULT","Vizuális kultúra","A vizuális nyelv és kifejezés eszközeinek megfelelő alkalmazása az alkotó tevékenység során a vizuális emlékezet segítségével és megfigyelés alapján.","",""
"1","5-6","KULT","Vizuális kultúra","Egyszerű kompozíciós alapelvek a kifejezésnek megfelelő használata a képalkotásban.","",""
"1","5-6","KULT","Vizuális kultúra","Önálló vélemény megfogalmazása saját és mások munkájáról.","",""
"1","7-8","KULT","Vizuális kultúra","Célirányos vizuális megfigyelési szempontok önálló alkalmazása.","",""
"1","7-8","KULT","Vizuális kultúra","A vizuális megfigyelés és elemzés során önálló kérdések megfogalmazása.","",""
"1","7-8","KULT","Vizuális kultúra","Önálló vélemény megfogalmazása saját és mások munkájáról.","",""
"1","9-10","KULT","Vizuális kultúra","Célirányos vizuális megfigyelési szempontok önálló kiválasztása.","",""
"1","9-10","KULT","Vizuális kultúra","A vizuális nyelv és kifejezés eszközeinek önálló alkalmazása az alkotótevékenység és a vizuális jelenségek elemzése, értelmezése során.","",""
"1","9-10","KULT","Vizuális kultúra","Adott vizuális problémakkal kapcsolatban önálló kérdések megfogalmazása.","",""
"1","9-10","KULT","Vizuális kultúra","Önálló vélemény megfogalmazása saját és mások munkájáról.","",""
"2","9-10","STEM","Biológia-egészségtanb változat","A tanuló tudja használni a fénymikroszkóp különböző fajtáit, ahhoz előkészíteni a vizsgálati anyagokat. Vizsgálatainak eredményeit rajzban/fényképekkel és írásban rögzíti.","",""
"2","1-2","Harmónia","Erkölcstan","A beszélgetés során betartja az udvarias társalgás elemi szabályait.","",""
"2","1-2","Harmónia","Erkölcstan","Törekszik rá, hogy érzelmeit a közösség számára elfogadható formában nyilvánítsa ki.","",""
"2","3-4","Harmónia","Erkölcstan","Oda tud figyelni másokra, szavakkal is ki tudja fejezni érzéseit és gondolatait, be tud kapcsolódni csoportos beszélgetésbe.","",""
"2","5-6","Harmónia","Erkölcstan","Képes különféle szintű kapcsolatok kialakítására és ápolására; átlátja saját kapcsolati hálójának a szerkezetét; rendelkezik a konfliktusok kezelésének és az elkövetett hibák kijavításának néhány, a gyakorlatban jól használható technikájával.","",""
"2","5-6","Harmónia","Erkölcstan","Fontos számára a közösséghez való tartozás érzése; képes átlátni és elfogadni a közösségi normákat.","",""
"2","5-6","Harmónia","Erkölcstan","Érti, hogy a világ megismerésének többféle útja van (különböző világképek és világnézetek), s ezek mindegyike a maga sajátos eszközeivel közelít ugyanahhoz a valósághoz.","",""
"2","7-8","Harmónia","Erkölcstan","Képes reflektálni saját maga és mások gondolataira, motívumaira és tetteire.","",""
"2","7-8","Harmónia","Erkölcstan","Érti a szabályok szerepét az emberi együttélésben, s e belátás alapján igyekszik alkalmazkodni hozzájuk; igényli azonban, hogy maga is alakítója lehessen a közösségi szabályoknak.","",""
"2","7-8","Harmónia","Erkölcstan","Fontosnak érzi a közösséghez tartozást, miközben törekszik személyes autonómiájának megőrzésére.","",""
"2","9-10","STEM","Fizika","A mozgástani alapfogalmak ismerete, grafikus feladatmegoldás. A newtoni mechanika szemléleti lényegének elsajátítása: az erő nem a mozgás fenntartásához, hanem a mozgásállapot megváltoztatásához szükséges.","",""
"2","9-10","STEM","Fizika","Az elektrosztatika alapjelenségei és fogalmai, az elektromos és a mágneses mező fizikai objektumként való elfogadása.","",""
"2","9-10","STEM","Fizika","Az áramokkal kapcsolatos alapismeretek és azok gyakorlati alkalmazásai, egyszerű feladatok megoldása.","",""
"2","9-10","STEM","Fizika","Az energiatudatosság fejlődése.","",""
"2","11-12","STEM","Fizika","A mechanikai fogalmak bővítése a rezgések és hullámok témakörével, valamint a forgómozgás és a síkmozgás gyakorlatban is fontos ismereteivel.","",""
"2","11-12","STEM","Fizika","A csillagászat és az űrkutatás fontosságának ismerete és megértése.","",""
"2","11-12","STEM","Fizika","Képesség önálló ismeretszerzésre, forráskeresésre, azok szelektálására és feldolgozására.","",""
"2","7-8","STEM","Fizika b változat","Ismerje fel, hogy a természettudományos tények megismételhető megfigyelésekből, célszerűen tervezett kísérletekből nyert bizonyítékokon alapulnak.","",""
"2","7-8","STEM","Fizika b változat","Legalább egy tudományos elmélet esetén kövesse végig, hogy a társadalmi és történelmi háttér hogyan befolyásolta annak kialakulását és fejlődését.","",""
"2","7-8","STEM","Fizika b változat","Használja fel ismereteit saját egészségének védelmére.","",""
"2","7-8","STEM","Fizika b változat","Képes legyen a sebesség fogalmát különböző kontextusokban is alkalmazni.","",""
"2","7-8","STEM","Fizika b változat","Tudja, hogy a testek közötti kölcsönhatás során a sebességük és a tömegük egyaránt fontos, és ezt konkrét példákon el tudja mondani.","",""
"2","7-8","STEM","Fizika b változat","Értse meg, hogy a gravitációs erő egy adott testre hat és a Föld (vagy más égitest) vonzása okozza.","",""
"2","7-8","STEM","Fizika b változat","Fel tudjon sorolni többféle energiaforrást, ismerje alkalmazásuk környezeti hatásait. Tanúsítson környezettudatos magatartást, takarékoskodjon az energiával.","",""
"2","7-8","STEM","Földrajz","A tanulók átfogó és reális képzettel rendelkezzenek a Föld egészéről és annak kisebb-nagyobb egységeiről (a földrészekről és a világtengerről, a kontinensek karakteres nagytájairól és tipikus tájairól, valamint a világgazdaságban kiemelkedő jelentőségű országcsoportjairól, országairól). Legyen átfogó ismeretük földrészünk, azon belül a meghatározó és a hazánkkal szomszédos országok természet- és társadalomföldrajzi sajátosságairól, lássak azok térbeli és történelmi összefüggéseit, érzékeljék a földrajzi tényezők életmódot meghatározó szerepét. Birtokoljanak reális ismereteket a Kárpát-medencében fekvő hazánk földrajzi jellemzőiről, erőforrásairól és az ország gazdasági lehetőségeiről az Európai Unió keretében. Legyenek tisztában az Európai Unió meghatározó szerepével, jelentőségével.","",""
"2","7-8","STEM","Földrajz","Legyenek képesek a tanulók a térképet információforrásként használni, szerezzék meg a logikai térképolvasás képességét. A topográfiai ismereteikhez tudjanak földrajzi-környezeti tartalmakat kapcsolni. Topográfiai tudásuk alapján a tanulók biztonsággal tájékozódjanak a köznapi életben a földrajzi térben, illetve a térképeken, és alkalmazzák topográfiai tudásukat más tantárgyak tanulása során is.","",""
"2","5-6","KULT","Hon- és népismeret","Felfedezik a jeles napok, ünnepi szokások, az emberi élet fordulóihoz kapcsolódó népszokások, valamint a társas munkák, közösségi alkalmak hagyományainak jelentőségét, közösségmegtartó szerepüket a paraszti élet rendjében. Élményszerűen, hagyományhű módon elsajátítják egy-egy jeles nap, ünnepkör köszöntő vagy színjátékszerű szokását, valamint a társas munkák, közösségi alkalmak népszokásait és a hozzájuk kapcsolódó tevékenységeket.","",""
"2","7-8","STEM","Kémia  b változat","Értse és az elsajátított fogalmak, a tanult törvények segítségével tudja magyarázni a halmazállapotok jellemzőinek, illetve a tanult elemek és vegyületek viselkedésének alapvető különbségeit, az egyes kísérletek során tapasztalt jelenségeket.","",""
"2","7-8","STEM","Kémia  b változat","Használja a megismert egyszerű modelleket a mindennapi életben előforduló, a kémiával kapcsolatos jelenségek elemzéseskor.","",""
"2","1-2","STEM","Környezetismeret","Alapvető tájékozódás az iskolában és környékén. Az évszakos és napszakos változások felismerése és kapcsolása életmódbeli szokásokhoz. Az időjárás elemeinek ismerete, az ezzel kapcsolatos piktogramok értelmezése; az időjáráshoz illő szokások.","",""
"2","3-4","STEM","Környezetismeret","Az egészséges életmód alapvető elemeinek alkalmazása az egészségmegőrzés és az egészséges fejlődés érdekében, a betegségek elkerülésére.","",""
"2","3-4","STEM","Környezetismeret","Képesség adott szempontú megfigyelések végzésére a természetben, természeti jelenségek egyszerű kísérleti tanulmányozására.","",""
"2","3-4","KULT","Magyar nyelv és irodalom","A tanuló értelmesen és érthetően fejezze ki a gondolatait. Aktivizálja a szókincsét a szövegalkotó feladatokban. Használja a mindennapi érintkezésben az udvarias nyelvi fordulatokat. Beszédstílusát igazítsa beszélgető partneréhez.","",""
"2","3-4","KULT","Magyar nyelv és irodalom","A memoritereket szöveghűen mondja el.","",""
"2","3-4","KULT","Magyar nyelv és irodalom","Legyen tisztában a tanulás alapvető céljával, ítélőképessége, erkölcsi, esztétikai és történeti érzéke legyen az életkori sajátosságoknak megfelelően fejlett. Legyen nyitott, motivált az anyanyelvi képességek fejlesztése területén. Az anyanyelvi részképességeinek fejlettsége legyen összhangban, harmonikusan fejlődjön.","",""
"2","9-10","KULT","Magyar nyelv és irodalom","A tanuló képes írott szövegek (pl. szépirodalmi, dokumentum- és ismeretterjesztő szöveg) globális (átfogó) megértésére, a szöveg szó szerinti jelentésén túli üzenet értelmezésére, a szövegből információk visszakeresésére.","",""
"2","9-10","KULT","Magyar nyelv és irodalom","Össze tudja foglalni a szöveg tartalmát, tud önállóan jegyzetet és vázlatot készíteni. Képes az olvasott szöveg tartalmával kapcsolatos saját véleményét szóban és írásban megfogalmazni, indokolni.","",""
"2","9-10","KULT","Magyar nyelv és irodalom","Képes szövegek kapcsolatának és különbségének felismerésére és értelmezésére, és e képességet alkalmazni tudja elemző szóbeli és írásbeli műfajokban.","",""
"2","9-10","KULT","Magyar nyelv és irodalom","Felismeri a szépirodalmi és nem szépirodalmi szövegekben megjelenített értékeket, erkölcsi kérdéseket, motivációkat, magatartásformákat.","",""
"2","9-10","KULT","Magyar nyelv és irodalom","Képes definíció, magyarázat, egyszerűbb értekezés (kisértekezés) készítésére az olvasmányaival, a felvetett és tárgyalt problémákkal összefüggésben, maga is meg tud fogalmazni kérdéseket, problémákat.","",""
"2","9-10","KULT","Magyar nyelv és irodalom","Alkalmazza az idézés szabályait és etikai normáit.","",""
"2","11-12","KULT","Magyar nyelv és irodalom","Bizonyítja különféle szövegek megértését a szöveg felépítésére, grammatikai jellemzőire, témahálózatára, tagolására irányuló elemzéssel.","",""
"2","11-12","KULT","Magyar nyelv és irodalom","Fel tudja ismerni a szépirodalmi és nem szépirodalmi szövegekben megjelenített értékeket, erkölcsi kérdéseket, álláspontokat, motivációkat, magatartásformákat, képes ezek értelmezésére, önálló értékelésére.","",""
"2","11-12","KULT","Magyar nyelv és irodalom","Képes erkölcsi kérdések, döntési helyzetek megnevezésére, példával történő bemutatására. Részt tud venni elemző beszélgetésekben, ennek tartalmához hozzájárul saját véleményével. Képes a felismert jelenségek értelmezésére, következtetések megfogalmazására.","",""
"2","11-12","KULT","Magyar nyelv és irodalom","Képes definíció, magyarázat, értekezés (kisértekezés) készítésére az olvasmányaival, a felvetett és tárgyalt problémákkal összefüggésben, maga is meg tud fogalmazni kérdéseket, problémákat.","",""
"2","11-12","KULT","Magyar nyelv és irodalom","Képes az irodalmi művekben megjelenő álláspontok azonosítására, követésére, megvitatására, összehasonlítására, eltérő vélemények megértésére, újrafogalmazására.","",""
"2","5-6","KULT","Magyar nyelv és irodalom","Ismeri és alkalmazni tudja a legalapvetőbb anyaggyűjtési, vázlatkészítési módokat. Képes önállóan a tanult hagyományos és internetes műfajokban (elbeszélés, leírás, jellemzés, levél, SMS, e-mail stb.) szöveget alkotni. Törekszik az igényes, pontos és helyes fogalmazásra, írásra.","",""
"2","5-6","KULT","Magyar nyelv és irodalom","Képes az írott és elektronikus felületen megjelenő olvasott szövegek globális (átfogó) megértésére, a szövegből az információk visszakeresése mellett képes újabb és újabb szövegértési stratégiákat megismerni, azokat alkalmazni. Képes önálló feladatvégzésre az információgyűjtés és ismeretszerzés módszereinek alkalmazásával (kézikönyvek és korosztálynak szóló ismeretterjesztő források).","",""
